report_ending_weekly_starting,number_of_sessions,average_session_length,number_of_unique_clients,tb_downloaded,tb_uploaded,cumulative_bandwidth,cumulative_sessions,cumulative_subscribers,cohort,sessions_per_user,GB_per_session,log_number_of_sessions,log_number_of_unique_clients,log_tb_downloaded,month
2025-04-20,3860293,00:32:15,239553,113.47,22.45,48944.18,3722291054,18169407,2025-04,16.114567548726168,0.03520976257501697,15.166253645295994,12.386529965714377,4.731538484802898,4
2025-04-27,4008773,00:32:09,243682,119.6,21.15,49084.94,3726299827,18228693,2025-04,16.450837566993048,0.03511049390923358,15.203995767422372,12.403619375580535,4.784152841516532,4
2025-05-04,4065430,00:32:12,241798,124.65,20.64,49230.23,3730365257,18286402,2025-05,16.813331789344826,0.03573791702230761,15.218030076427437,12.395857945830029,4.825509809969567,5
2025-05-11,3802487,00:31:54,234957,115.56,18.78,49364.57,3734167744,18339256,2025-05,16.183757027881697,0.035329509344805124,15.151165884306321,12.367157797660242,4.749789875598035,5
2025-05-18,3736450,00:32:01,230447,113.97,18.21,49496.75,3737904194,18392080,2025-05,16.213923375005965,0.035375824646388956,15.13364652075619,12.347776180055675,4.735935255867644,5
2025-05-25,3613108,00:32:05,227800,110.1,17.7,49624.54,3741517302,18443650,2025-05,15.86087796312555,0.03537120949609035,15.100078901739481,12.336223329995219,4.701389043728634,5
2025-06-01,3684031,00:32:22,228949,116.39,19.21,49760.14,3745201333,18498997,2025-06,16.091055213169746,0.036807507862990294,15.119518091088489,12.341254550309815,4.756946620953885,6
2025-06-08,3756262,00:32:22,228722,116.82,19.09,49896.05,3748957595,18553455,2025-06,16.42282771224456,0.036182247138245416,15.138934871936092,12.340262571274156,4.760634288612163,6
2025-06-15,3659894,00:32:11,219665,115.24,18.17,50029.47,3755752973,18607045,2025-06,16.66125236155054,0.036451875382183196,15.112944743209516,12.299858937534337,4.7470169102163275,6
2025-06-22,3135484,00:34:19,219665,108.69,17.4,50155.56,3752617489,18658952,2025-06,14.273935310586575,0.04021388723399641,14.958294106097783,12.299858937534337,4.688499793575096,6
2025-06-29,2823529,00:33:54,209914,99.18,15.32,50270.06,3758576502,18713093,2025-06,13.450884647998704,0.04055208924717968,14.853498078982605,12.254453202012305,4.596936381060988,6
2025-07-06,2729515,00:34:02,204336,96.9,15.24,50382.21,3761306017,18766286,2025-07,13.357974121055516,0.04108422192220962,14.819634495700848,12.227520976736043,4.5736795188967205,7
2025-07-13,3530203,00:32:26,220907,117.41,18.03,50517.64,3764836220,18825366,2025-07,15.980494054058948,0.03836606563418591,15.076865934338164,12.30549707745299,4.76567208264212,7
2025-07-20,3508577,00:32:31,221008,115.92,17.88,50651.45,3768344797,18883886,2025-07,15.87533935423152,0.03813511859651363,15.070721100134524,12.305954178939741,4.752900298012427,7
2025-07-27,3605858,00:32:46,225524,122.33,18.98,50792.76,3771950655,18945682,2025-07,15.988799418243735,0.03918900855219479,15.098070303156945,12.326181862416794,4.806722311058825,7
2025-08-03,3496379,00:32:05,221569,117.77,18.32,50928.85,3775447034,19004164,2025-08,15.780091077722966,0.03892312589682068,15.06723841949265,12.308489332372758,4.768733569853457,8
2025-08-10,3553727,00:32:18,223863,123.73,19.02,51071.6,3779000761,19066470,2025-08,15.874561673880901,0.040169095712754524,15.083507469889822,12.318789536586376,4.8181017722258845,8
2025-08-17,3383408,00:32:37,219315,118.37,18.16,51208.13,3782384169,19125607,2025-08,15.427161844835055,0.040352804036639975,15.034394043505962,12.298264331519649,4.773815311965802,8
2025-08-24,3410694,00:32:38,219022,119.72,19.03,51346.88,3785794863,19186520,2025-08,15.57238085671759,0.04068087022758418,15.042426347614088,12.296927460374214,4.785155682984498,8
2025-08-31,3514042,00:32:47,220347,125.73,19.75,51492.35,3789308905,19248889,2025-08,15.947764208271499,0.04139961901422921,15.072277499848989,12.302958855473571,4.83413675060509,8
2025-09-07,3441776,00:33:59,218942,124.08,19.76,51636.19,3792750681,19306948,2025-09,15.720035443176732,0.0417923769588724,15.051498175193162,12.296562133539634,4.8209265188682835,9
2025-09-14,3559167,00:32:48,218422,127.53,19.76,51783.47,3796309848,19366536,2025-09,16.294910769061726,0.041383278727859636,15.085037086684526,12.294184250380432,4.848351631038809,9
2025-09-21,3535639,00:32:51,219953,130.08,19.62,51933.18,3799845487,19423364,2025-09,16.074520465735862,0.042340295488312016,15.07840460476767,12.301169166147364,4.868149645799501,9
2025-09-28,3432378,00:32:42,217730,128.86,19.09,52081.13,3803277865,19479585,2025-09,15.764377899232995,0.043104226865455966,15.04876387338518,12.291011042046364,4.858726543710496,9
